txn_id,txn_date,client_id,card_id,txn_amount,use_chip,merchant_id,txn_city,txn_state,zip,mcc,errors,amount_raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21257289,19-05-2018 12:36,605,212,788,Online Transaction,70268,ONLINE,,,4722,,$787.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14999776,20-09-2014 14:01,605,212,21,Online Transaction,39021,ONLINE,,,4784,,$20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16180478,02-06-2015 23:12,605,5650,28,Chip Transaction,15426,Chicago,IL,60608,3390,,$28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22069521,07-11-2018 13:44,605,5061,37,Online Transaction,39021,ONLINE,,,4784,,$36.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18835734,22-12-2016 07:30,605,212,3,Chip Transaction,92883,Brooklyn,NY,11210,5812,,$2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23264705,18-07-2019 14:32,605,5061,36,Online Transaction,39021,ONLINE,,,4784,,$35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11644354,09-09-2012 07:55,605,5061,4,Swipe Transaction,70883,Boaz,AL,35957,5411,,$3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17951248,16-06-2016 12:04,605,5061,1,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23658127,09-10-2019 21:17,605,5650,16,Chip Transaction,63675,Brooklyn,NY,11210,7832,,$16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645639,13-02-2010 10:55,605,5061,29,Swipe Transaction,4439,Brooklyn,NY,11211,5651,,$28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21285101,25-05-2018 12:10,605,5061,4,Chip Transaction,75936,Brooklyn,NY,11210,5814,,$3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18662307,15-11-2016 09:32,605,212,7,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21272924,22-05-2018 21:18,605,5061,202,Chip Transaction,70268,ONLINE,,,4722,,$201.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20902187,05-03-2018 07:11,605,5650,56,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$56.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188881,22-02-2011 14:46,605,5061,25,Online Transaction,39021,ONLINE,,,4784,,$25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21932523,09-10-2018 13:55,605,5650,27,Chip Transaction,26538,Brooklyn,NY,11210,5211,,$26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21197295,06-05-2018 14:45,605,5650,35,Online Transaction,39021,ONLINE,,,4784,,$34.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17843436,24-05-2016 14:33,605,5650,37,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$37.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22215524,08-12-2018 12:02,605,5061,1,Chip Transaction,14528,Gladwyne,PA,19035,5499,,$0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19441567,29-04-2017 19:32,605,212,87,Online Transaction,73186,ONLINE,,,4814,,$87.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21164419,29-04-2018 14:36,605,5650,35,Online Transaction,39021,ONLINE,,,4784,,$34.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967783,01-01-2011 09:39,605,212,47,Swipe Transaction,43293,Florida,NY,10921,5499,,$47.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11109505,11-05-2012 12:08,605,212,2,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22168759,28-11-2018 14:27,605,5061,19,Chip Transaction,69956,Brooklyn,NY,11210,5310,,$19.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22518305,10-02-2019 14:30,605,5061,33,Online Transaction,39021,ONLINE,,,4784,,$33.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8065834,29-05-2010 07:58,605,212,3,Swipe Transaction,38714,Auburn,MI,48611,5812,,$2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12806119,27-05-2013 14:50,605,5650,45,Online Transaction,39021,ONLINE,,,4784,,$44.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14746646,27-07-2014 12:05,605,5650,4,Swipe Transaction,74005,Brooklyn,NY,11210,5812,,$3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15223349,08-11-2014 11:53,605,5650,9,Online Transaction,94212,ONLINE,,,7996,,$8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12853192,07-06-2013 07:45,605,5061,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886677,21-03-2012 14:51,605,5061,32,Online Transaction,39021,ONLINE,,,4784,,$31.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13606205,19-11-2013 14:40,605,5061,42,Online Transaction,39021,ONLINE,,,4784,,$41.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10719424,11-02-2012 12:42,605,5061,3,Swipe Transaction,59935,Brooklyn,NY,11210,5499,,$3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641165,08-06-2011 13:45,605,212,25,Swipe Transaction,18215,Brooklyn,NY,11212,5719,,$24.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090818,30-01-2011 12:34,605,5061,3,Swipe Transaction,20519,Brooklyn,NY,11212,5942,,$2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11728333,28-09-2012 07:35,605,5061,2,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23505666,07-09-2019 12:07,605,212,3,Chip Transaction,92883,Brooklyn,NY,11210,5812,,$3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20765546,04-02-2018 00:17,605,5650,3,Chip Transaction,74005,Brooklyn,NY,11210,5812,,$2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20775942,06-02-2018 09:51,605,212,52,Chip Transaction,61195,Brooklyn,NY,11210,5541,,$52.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22669237,14-03-2019 14:32,605,5650,44,Online Transaction,39021,ONLINE,,,4784,,$44.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13952409,03-02-2014 12:08,605,212,1,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12327855,10-02-2013 12:14,605,5061,2,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19813572,17-07-2017 12:01,605,5061,1,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22408758,18-01-2019 11:35,605,5650,2,Chip Transaction,14528,Guadalajara,Mexico,,5499,,$1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11282251,19-06-2012 12:20,605,5650,1,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19292450,29-03-2017 12:06,605,5650,2,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22520980,11-02-2019 07:56,605,5650,3,Chip Transaction,75936,Brooklyn,NY,11210,5814,,$3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13176013,17-08-2013 03:27,605,5061,194,Swipe Transaction,57133,Waianae,HI,96792,3730,,$193.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9886616,04-08-2011 11:05,605,212,630,Swipe Transaction,57386,Garden City,NY,11530,3132,,$629.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072301,03-05-2012 00:02,605,5061,4,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359918,08-12-2014 00:03,605,212,3,Swipe Transaction,61195,Brooklyn,NY,11210,5541,,$2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10247141,26-10-2011 10:55,605,5061,42,Swipe Transaction,86410,Brooklyn,NY,11221,5211,,$42.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17175807,01-01-2016 15:04,605,5650,35,Online Transaction,39021,ONLINE,,,4784,,$34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603176,31-12-2017 14:48,605,212,20,Online Transaction,39021,ONLINE,,,4784,,$20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12628863,18-04-2013 12:09,605,5650,2,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7578795,27-01-2010 12:12,605,212,3,Swipe Transaction,20519,Brooklyn,NY,11212,5942,,$2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13287836,10-09-2013 12:05,605,5061,2,Swipe Transaction,14528,Hot Springs National Park,AR,71901,5499,,$1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489402,05-08-2012 07:27,605,5061,81,Swipe Transaction,53836,Brooklyn,NY,11210,4900,,$80.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14302272,21-04-2014 08:23,605,5650,2,Swipe Transaction,20519,Brooklyn,NY,11212,5942,,$2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16889102,01-11-2015 14:51,605,5061,43,Online Transaction,39021,ONLINE,,,4784,,$42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13047569,19-07-2013 14:43,605,5061,49,Online Transaction,39021,ONLINE,,,4784,,$48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025627,19-05-2010 07:55,605,5061,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13192560,20-08-2013 14:48,605,212,30,Online Transaction,39021,ONLINE,,,4784,,$29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12602650,12-04-2013 14:37,605,212,40,Swipe Transaction,18215,Brooklyn,NY,11212,5719,,$40.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537294,18-08-2015 09:31,605,5650,6,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13840130,10-01-2014 00:26,605,5061,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14430629,19-05-2014 10:43,605,5650,52,Swipe Transaction,69956,Brooklyn,NY,11210,5310,,$52.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786222,19-11-2010 06:50,605,5061,146,Swipe Transaction,53836,Brooklyn,NY,11210,4900,Bad PIN,$145.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14916439,02-09-2014 10:26,605,212,29,Swipe Transaction,32175,Brooklyn,NY,11211,7538,,$29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10491727,21-12-2011 14:15,605,5650,34,Online Transaction,39021,ONLINE,,,4784,,$33.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310724,30-10-2017 18:04,605,212,-360,Swipe Transaction,39991,Lincoln Park,MI,48146,3771,,$-360.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20838401,19-02-2018 14:54,605,5650,36,Online Transaction,39021,ONLINE,,,4784,,$36.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17092211,15-12-2015 00:08,605,5061,4,Chip Transaction,75936,Brooklyn,NY,11210,5814,Technical Glitch,$4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13601646,18-11-2013 13:45,605,212,25,Swipe Transaction,65881,Brooklyn,NY,11211,5311,,$24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680997,17-06-2011 15:20,605,5061,36,Online Transaction,39021,ONLINE,,,4784,,$36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002632,21-09-2014 08:26,605,212,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23072083,08-06-2019 00:44,605,5061,3,Chip Transaction,20519,Brooklyn,NY,11212,5942,,$2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13460291,18-10-2013 12:21,605,5650,2,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048003,10-09-2011 12:18,605,5061,1,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14497304,03-06-2014 00:29,605,212,3,Swipe Transaction,75936,Brooklyn,NY,11210,5814,,$3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272813,14-03-2011 11:50,605,212,1,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107329,24-09-2011 07:33,605,212,121,Online Transaction,73186,ONLINE,,,4814,,$121.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11419917,20-07-2012 12:02,605,5061,1,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314324,24-03-2011 07:57,605,5061,3,Swipe Transaction,59935,Brooklyn,NY,11210,5499,,$3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14873195,24-08-2014 00:13,605,212,3,Swipe Transaction,20519,Brooklyn,NY,11212,5942,,$3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15761916,04-03-2015 19:40,605,212,147,Online Transaction,86369,ONLINE,,,4899,,$147.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15080344,08-10-2014 00:00,605,212,3,Swipe Transaction,74005,Brooklyn,NY,11210,5812,,$3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17425338,24-02-2016 00:24,605,5061,3,Chip Transaction,59935,Brooklyn,NY,11210,5499,,$2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006816,15-02-2014 12:18,605,5061,3,Swipe Transaction,61195,Brooklyn,NY,11210,5541,,$2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012358,19-04-2012 09:47,605,5061,33,Swipe Transaction,76164,Brooklyn,NY,11210,7538,,$32.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10753138,19-02-2012 07:32,605,5061,3,Swipe Transaction,59935,Redmond,OR,97756,5499,,$3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191578,13-10-2011 14:36,605,212,43,Online Transaction,39021,ONLINE,,,4784,,$43.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11422298,21-07-2012 00:15,605,212,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20870110,26-02-2018 10:19,605,212,33,Chip Transaction,24823,Stoystown,PA,15563,7538,,$32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20777428,06-02-2018 14:55,605,5650,31,Online Transaction,39021,ONLINE,,,4784,,$31.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13748479,21-12-2013 00:25,605,212,4,Swipe Transaction,75936,Brooklyn,NY,11210,5814,,$3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16635338,08-09-2015 08:52,605,5650,4,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18129891,24-07-2016 14:47,605,5061,34,Online Transaction,39021,ONLINE,,,4784,,$34.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18262790,22-08-2016 00:04,605,5650,3,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12982452,05-07-2013 12:12,605,212,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176553,25-06-2010 07:56,605,212,2,Swipe Transaction,87625,Topeka,KS,66612,5812,,$2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19043412,04-02-2017 10:59,605,5650,65,Chip Transaction,4439,Brooklyn,NY,11211,5651,,$64.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486759,07-12-2017 00:08,605,212,2,Chip Transaction,61195,Brooklyn,NY,11210,5541,,$2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410955,18-07-2012 12:27,605,5650,3,Swipe Transaction,74005,Brooklyn,NY,11210,5812,,$2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647084,12-06-2017 12:02,605,5061,2,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783026,19-03-2010 20:20,605,5061,16,Swipe Transaction,63675,Brooklyn,NY,11210,7832,,$16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16084551,13-05-2015 12:12,605,5650,2,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051235,28-04-2012 07:37,605,212,4,Swipe Transaction,59935,Brooklyn,NY,11210,5499,,$3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12137288,29-12-2012 12:14,605,5650,2,Swipe Transaction,14528,Brooklyn,NY,11211,5499,,$2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23635859,05-10-2019 07:23,605,5650,73,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$72.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10807094,03-03-2012 12:05,605,5650,3,Swipe Transaction,54001,Brooklyn,NY,11210,5411,,$3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19831446,21-07-2017 07:15,605,5061,4,Chip Transaction,75936,Brooklyn,NY,11210,5814,,$4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13653667,30-11-2013 07:10,605,5061,9,Swipe Transaction,7036,Brooklyn,NY,11210,7210,,$9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14415592,16-05-2014 07:34,605,5650,3,Swipe Transaction,24301,Washington,DC,20007,5812,,$2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23528176,12-09-2019 09:35,605,212,29,Chip Transaction,36934,Brooklyn,NY,11210,7538,,$29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23564507,20-09-2019 00:15,605,212,3,Chip Transaction,74005,Brooklyn,NY,11210,5812,,$2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23703421,19-10-2019 12:28,605,5650,3,Chip Transaction,75936,Brooklyn,NY,11210,5814,,$2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862319,08-04-2010 14:30,605,5061,50,Online Transaction,39021,ONLINE,,,4784,,$50.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22050529,03-11-2018 12:10,605,212,2,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20339588,05-11-2017 20:10,605,5061,-258,Chip Transaction,52923,Yakima,WA,98908,3504,,$-258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14938543,07-09-2014 08:07,605,5061,3,Swipe Transaction,54001,Brooklyn,NY,11210,5411,,$2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23542078,15-09-2019 07:33,605,5650,3,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23557931,18-09-2019 14:36,605,5650,45,Online Transaction,39021,ONLINE,,,4784,,$45.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18595185,01-11-2016 00:08,605,5650,3,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16766906,06-10-2015 11:38,605,5650,4,Chip Transaction,75936,Brooklyn,NY,11210,5814,,$3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13210321,24-08-2013 12:22,605,5061,4,Swipe Transaction,61195,Brooklyn,NY,11210,5541,,$4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19366887,14-04-2017 07:58,605,5650,3,Chip Transaction,74005,Brooklyn,NY,11210,5812,,$3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19724449,28-06-2017 14:48,605,212,33,Online Transaction,39021,ONLINE,,,4784,,$33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11356742,06-07-2012 07:57,605,5061,3,Swipe Transaction,20519,Brooklyn,NY,11212,5942,,$2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12708073,06-05-2013 00:24,605,5650,3,Swipe Transaction,54001,Brooklyn,NY,11210,5411,,$2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14713187,20-07-2014 08:21,605,5650,10,Swipe Transaction,60569,Brooklyn,NY,11214,5300,,$10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436665,09-12-2011 00:22,605,5061,3,Swipe Transaction,92883,Brooklyn,NY,11210,5812,,$3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18982645,22-01-2017 12:09,605,5650,1,Chip Transaction,14528,Brooklyn,NY,11211,5499,,$1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17497918,11-03-2016 13:37,605,5650,18,Chip Transaction,60569,Brooklyn,NY,11214,5300,,$18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15205443,04-11-2014 12:06,605,5650,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17934270,13-06-2016 00:13,605,212,3,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14347761,01-05-2014 08:24,605,5650,3,Swipe Transaction,61195,Brooklyn,NY,11210,5541,,$2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16979881,21-11-2015 07:53,605,212,4,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19896982,04-08-2017 00:04,605,5650,4,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19614702,05-06-2017 14:38,605,212,19,Online Transaction,39021,ONLINE,,,4784,,$19.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633555,13-10-2010 12:18,605,5061,1,Swipe Transaction,74005,Brooklyn,NY,11210,5812,,$1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23383124,12-08-2019 12:09,605,5061,3,Chip Transaction,75781,Perrysburg,OH,43551,5411,,$3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15649508,08-02-2015 15:09,605,5061,44,Online Transaction,39021,ONLINE,,,4784,,$44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366228,08-07-2012 09:51,605,212,-81,Swipe Transaction,61195,Brooklyn,NY,11210,5541,,$-81.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22996001,23-05-2019 00:21,605,5650,3,Chip Transaction,74005,Brooklyn,NY,11210,5812,,$3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16126713,22-05-2015 14:39,605,5650,35,Online Transaction,39021,ONLINE,,,4784,,$34.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22276690,21-12-2018 12:26,605,5650,3,Chip Transaction,54001,Brooklyn,NY,11210,5411,,$3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872011,11-04-2010 07:31,605,5061,3,Swipe Transaction,61195,Louisville,KY,40229,5541,,$2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23553710,17-09-2019 14:53,605,5650,51,Chip Transaction,87948,Brooklyn,NY,11210,5310,,$50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15871730,28-03-2015 14:56,605,5650,48,Online Transaction,39021,ONLINE,,,4784,,$47.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15184755,31-10-2014 00:09,605,5650,4,Swipe Transaction,75936,Brooklyn,NY,11210,5814,,$3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16832510,20-10-2015 12:05,605,5061,4,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18201965,09-08-2016 00:13,605,5650,3,Chip Transaction,75781,Brooklyn,NY,11210,5411,,$3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11188204,29-05-2012 11:06,605,212,3,Swipe Transaction,74005,Brooklyn,NY,11210,5812,,$3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20276202,23-10-2017 13:12,605,5061,6,Chip Transaction,61195,Brooklyn,NY,11210,5541,,$6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14260275,12-04-2014 00:12,605,5061,3,Swipe Transaction,75781,Brooklyn,NY,11210,5411,,$3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
