id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7865603,09-04-2010 12:44,208,2426,$80.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7865629,09-04-2010 12:50,208,2426,$96.60,Swipe Transaction,43293,Bothell,WA,98021,5499,
7865663,09-04-2010 12:57,1963,5418,$21.15,Online Transaction,16798,ONLINE,,,4121,
7865667,09-04-2010 12:59,208,2426,$-80.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7865668,09-04-2010 12:59,598,2040,$0.79,Swipe Transaction,86438,Whitefield,NH,3598,5499,
7865677,09-04-2010 13:00,1696,2408,$-90.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,Insufficient Balance
7865684,09-04-2010 13:02,598,2040,$27.48,Online Transaction,39021,ONLINE,,,4784,
7865734,09-04-2010 13:11,1727,5982,$55.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865776,09-04-2010 13:20,1727,5982,$35.28,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865785,09-04-2010 13:21,1727,5982,$-55.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865799,09-04-2010 13:24,1696,2408,$79.68,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7865818,09-04-2010 13:27,1696,2408,$90.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7865831,09-04-2010 13:30,1727,5982,$-85.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865848,09-04-2010 13:35,285,2156,$1.42,Swipe Transaction,14528,Watsonville,CA,95076,5499,
7865894,09-04-2010 13:47,208,4980,$39.48,Online Transaction,18563,ONLINE,,,4121,
7865910,09-04-2010 13:50,1727,5982,$54.08,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865928,09-04-2010 13:56,1727,5982,$85.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7865939,09-04-2010 13:58,112,1134,$64.97,Swipe Transaction,48919,Ogdensburg,NY,13669,5311,
7865949,09-04-2010 14:00,598,2040,$34.27,Swipe Transaction,63910,Franconia,NH,3580,5310,
7866013,09-04-2010 14:16,208,4980,$72.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7866030,09-04-2010 14:19,208,4980,$83.31,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7866040,09-04-2010 14:21,208,4980,$-72.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7866057,09-04-2010 14:27,285,3442,$19.33,Swipe Transaction,17707,Watsonville,CA,95076,7538,
7866068,09-04-2010 14:30,1659,959,$31.84,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7866073,09-04-2010 14:31,208,4980,$-84.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7866087,09-04-2010 14:35,114,3398,$33.15,Swipe Transaction,61195,North Hollywood,CA,91606,5541,
7866098,09-04-2010 14:37,997,5825,$114.96,Swipe Transaction,94415,Chula Vista,CA,91913,5651,
7866117,09-04-2010 14:40,1727,5982,$40.91,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7866132,09-04-2010 14:45,208,4980,$84.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7866136,09-04-2010 14:45,1727,5982,$85.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7866141,09-04-2010 14:47,1888,1169,$405.35,Swipe Transaction,76132,Union City,CA,94587,7995,
7866142,09-04-2010 14:48,208,4980,$68.30,Swipe Transaction,43293,Bothell,WA,98021,5499,
7866155,09-04-2010 14:50,112,1134,$48.26,Online Transaction,39021,ONLINE,,,4784,
7866164,09-04-2010 14:51,1727,5982,$-85.00,Swipe Transaction,59935,Abingdon,VA,24210,5499,
7866165,09-04-2010 14:52,114,3398,$-92.00,Swipe Transaction,61195,North Hollywood,CA,91606,5541,
7866176,09-04-2010 14:54,114,3398,$92.00,Swipe Transaction,61195,North Hollywood,CA,91606,5541,
7866190,09-04-2010 14:56,1718,2029,$33.74,Online Transaction,15143,ONLINE,,,4784,
7866224,09-04-2010 15:03,1963,3317,$52.37,Swipe Transaction,43293,Vacaville,CA,95687,5499,
7866239,09-04-2010 15:06,96,5175,$180.00,Swipe Transaction,27092,Yorba Linda,CA,92886,4829,
7866265,09-04-2010 15:12,1963,3317,$-100.00,Swipe Transaction,43293,Vacaville,CA,95687,5499,
7866273,09-04-2010 15:13,1696,2408,$13.30,Online Transaction,39021,ONLINE,,,4784,
7866311,09-04-2010 15:21,1659,185,$22.49,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7866321,09-04-2010 15:23,1963,3317,$100.00,Swipe Transaction,43293,Vacaville,CA,95687,5499,
7866356,09-04-2010 15:32,1659,185,$31.31,Online Transaction,16798,ONLINE,,,4121,
7866374,09-04-2010 15:37,1575,2112,$0.95,Swipe Transaction,86438,Seffner,FL,33584,5499,
7866399,09-04-2010 15:42,1963,5418,$24.58,Online Transaction,16798,ONLINE,,,4121,
7866433,09-04-2010 15:49,1776,4938,$-87.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
7866438,09-04-2010 15:51,997,5046,$1.40,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
7866449,09-04-2010 15:54,1776,4938,$37.81,Swipe Transaction,61195,Nashport,OH,43830,5541,
7866453,09-04-2010 15:56,464,3233,$6.62,Swipe Transaction,83229,Orlando,FL,32804,5411,
7866463,09-04-2010 15:59,1776,4938,$87.00,Swipe Transaction,61195,Nashport,OH,43830,5541,
7866485,09-04-2010 16:04,1659,5056,$29.22,Online Transaction,16798,ONLINE,,,4121,
7866497,09-04-2010 16:07,464,3233,$100.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
7866516,09-04-2010 16:12,1963,5418,$21.09,Online Transaction,18563,ONLINE,,,4121,
7866523,09-04-2010 16:14,1654,1200,$16.07,Swipe Transaction,2860,Newport,RI,2840,5912,
7866539,09-04-2010 16:19,96,3773,$-53.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866561,09-04-2010 16:23,997,5825,$1.80,Swipe Transaction,14528,Chula Vista,CA,91913,5499,
7866582,09-04-2010 16:28,96,3773,$53.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866590,09-04-2010 16:29,96,3773,$60.82,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866600,09-04-2010 16:31,1659,3438,$1.86,Swipe Transaction,86438,Waukegan,IL,60085,5499,
7866641,09-04-2010 16:38,1595,2472,$46.17,Swipe Transaction,20519,Bronx,NY,10464,5942,
7866645,09-04-2010 16:39,1575,224,$52.42,Swipe Transaction,54850,Valrico,FL,33594,4814,
7866649,09-04-2010 16:41,1098,4626,$-85.00,Swipe Transaction,59935,Granville,IA,51022,5499,
7866657,09-04-2010 16:43,1098,4626,$20.36,Swipe Transaction,59935,Granville,IA,51022,5499,
7866664,09-04-2010 16:44,1963,4565,$28.00,Online Transaction,18563,ONLINE,,,4121,
7866671,09-04-2010 16:47,1098,4626,$85.00,Swipe Transaction,59935,Granville,IA,51022,5499,
7866675,09-04-2010 16:48,114,3398,$30.81,Online Transaction,15143,ONLINE,,,4784,
7866701,09-04-2010 16:57,285,2156,$120.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
7866707,09-04-2010 16:58,987,4146,$30.90,Online Transaction,39021,ONLINE,,,4784,
7866803,09-04-2010 17:42,96,5175,$-66.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866836,09-04-2010 17:55,1575,2112,$127.04,Swipe Transaction,60614,Seffner,FL,33584,5300,
7866841,09-04-2010 17:57,96,5175,$66.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866844,09-04-2010 17:58,96,5175,$105.54,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7866847,09-04-2010 17:58,1575,2112,$1.05,Swipe Transaction,86438,Seffner,FL,33584,5499,
7866853,09-04-2010 18:01,909,4663,$56.46,Swipe Transaction,28644,Olympia,WA,98516,5812,
7866922,09-04-2010 18:30,1169,4179,$29.73,Swipe Transaction,89707,Round Rock,TX,78665,4121,
7866923,09-04-2010 18:31,114,3398,$60.00,Swipe Transaction,27092,Baldwin Park,CA,91706,4829,
7866927,09-04-2010 18:35,997,2261,$48.15,Swipe Transaction,83070,Chula Vista,CA,91913,4121,
7866953,09-04-2010 18:44,285,4196,$120.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
7866965,09-04-2010 18:47,1776,4938,$47.68,Swipe Transaction,63694,Nashport,OH,43830,5411,
7866966,09-04-2010 18:48,114,3398,$2.24,Swipe Transaction,61195,North Hollywood,CA,91606,5541,
7866992,09-04-2010 18:57,1559,2920,$61.71,Swipe Transaction,86410,Canton,GA,30115,5211,
7867007,09-04-2010 19:03,1559,3301,$-64.00,Swipe Transaction,61195,Acworth,GA,30101,5541,
7867024,09-04-2010 19:08,1559,3301,$22.82,Swipe Transaction,61195,Acworth,GA,30101,5541,
7867041,09-04-2010 19:15,1559,3301,$64.00,Swipe Transaction,61195,Acworth,GA,30101,5541,
7867067,09-04-2010 19:25,1727,3766,$34.41,Swipe Transaction,78489,Bristol,VA,24202,5812,
7867079,09-04-2010 19:30,1888,1017,$78.96,Swipe Transaction,43293,Union City,CA,94587,5499,
7867084,09-04-2010 19:32,1888,1017,$-67.00,Swipe Transaction,43293,Union City,CA,94587,5499,
7867095,09-04-2010 19:38,1169,4179,$38.75,Online Transaction,41122,ONLINE,,,4784,
7867108,09-04-2010 19:42,1098,2253,$-52.00,Swipe Transaction,59935,Granville,IA,51022,5499,
7867117,09-04-2010 19:47,1098,2253,$52.00,Swipe Transaction,59935,Granville,IA,51022,5499,
7867119,09-04-2010 19:47,1888,1017,$67.00,Swipe Transaction,43293,Union City,CA,94587,5499,
7867122,09-04-2010 19:48,1098,2253,$48.11,Swipe Transaction,59935,Granville,IA,51022,5499,
7867177,09-04-2010 20:13,1559,2920,$62.62,Swipe Transaction,55060,Acworth,GA,30101,5812,
7867180,09-04-2010 20:15,464,3233,$140.00,Swipe Transaction,27092,Orlando,FL,32807,4829,
7867234,09-04-2010 20:41,208,2426,$30.34,Swipe Transaction,87545,Edmonds,WA,98026,7832,
7867284,09-04-2010 21:06,997,5046,$13.67,Swipe Transaction,7470,Chula Vista,CA,91913,5411,
7867307,09-04-2010 21:18,1168,3239,$45.72,Online Transaction,39021,ONLINE,,,4784,
7867311,09-04-2010 21:20,1654,4276,$84.13,Swipe Transaction,13523,Pawtucket,RI,2860,5310,
7867312,09-04-2010 21:20,1888,1016,$18.33,Swipe Transaction,50867,Union City,CA,94587,5541,
7867387,09-04-2010 21:55,1888,1169,$15.53,Swipe Transaction,50867,Union City,CA,94587,5541,
7867513,09-04-2010 22:40,1797,1127,$37.44,Online Transaction,15143,ONLINE,,,4784,
7867577,09-04-2010 23:30,1718,5144,$1.82,Swipe Transaction,86438,West Covina,CA,91792,5499,
7983848,09-05-2010 00:15,1797,1127,$59.76,Online Transaction,16798,ONLINE,,,4121,
7983932,09-05-2010 02:50,112,1134,$110.67,Swipe Transaction,12536,Carthage,NY,13619,4900,
7983969,09-05-2010 04:00,1098,5179,$22.70,Swipe Transaction,22101,Columbus,OH,43214,5651,
7983984,09-05-2010 04:32,1718,2029,$40.81,Online Transaction,15143,ONLINE,,,4784,
7984025,09-05-2010 05:23,1098,2253,$11.29,Swipe Transaction,52204,Columbus,OH,43214,5921,
7984121,09-05-2010 06:14,1696,2408,$11.11,Online Transaction,39021,ONLINE,,,4784,
7984123,09-05-2010 06:15,112,1134,$48.96,Online Transaction,39021,ONLINE,,,4784,
7984132,09-05-2010 06:17,1559,2920,$3.56,Swipe Transaction,55060,Acworth,GA,30101,5812,
7984211,09-05-2010 06:35,1696,2408,$2.53,Swipe Transaction,35451,Merritt Island,FL,32952,5812,
7984255,09-05-2010 06:49,112,1134,$54.22,Swipe Transaction,55509,Carthage,NY,13619,7230,
7984299,09-05-2010 06:56,1718,5144,$13.41,Swipe Transaction,75781,Alhambra,CA,91801,5411,
7984298,09-05-2010 06:56,1595,2429,$31.13,Swipe Transaction,80141,Bronx,NY,10463,5411,
7984315,09-05-2010 07:01,1696,2408,$126.89,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
7984336,09-05-2010 07:06,997,5825,$42.32,Swipe Transaction,35189,Dallas,TX,75236,4121,
7984347,09-05-2010 07:08,1727,5982,$19.31,Online Transaction,18563,ONLINE,,,4121,
7984377,09-05-2010 07:13,1696,2408,$80.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
7984380,09-05-2010 07:14,464,3233,$53.91,Online Transaction,39021,ONLINE,,,4784,
7984385,09-05-2010 07:15,1696,2408,$-80.00,Swipe Transaction,61195,Merritt Island,FL,32952,5541,
7984456,09-05-2010 07:31,1718,5144,$7.17,Swipe Transaction,23695,West Covina,CA,91792,5411,
7984457,09-05-2010 07:31,1727,5982,$14.59,Online Transaction,18563,ONLINE,,,4121,
7984461,09-05-2010 07:32,987,4146,$4.88,Swipe Transaction,29209,Gaithersburg,MD,20879,5411,
7984484,09-05-2010 07:37,909,155,$61.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
7984487,09-05-2010 07:38,909,155,$35.23,Swipe Transaction,59935,Olympia,WA,98516,5499,
7984494,09-05-2010 07:39,1595,2429,$4.80,Swipe Transaction,35435,Bronx,NY,10463,5812,
7984556,09-05-2010 07:55,909,155,$-61.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
7984597,09-05-2010 08:05,1659,260,$31.73,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7984610,09-05-2010 08:08,1169,5174,$16.82,Swipe Transaction,20519,Austin,TX,78750,5942,
7984618,09-05-2010 08:11,909,4663,$27.36,Swipe Transaction,56431,Olympia,WA,98516,5541,
7984628,09-05-2010 08:13,909,4663,$-90.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
7984648,09-05-2010 08:15,1963,4565,$22.86,Online Transaction,16798,ONLINE,,,4121,
7984672,09-05-2010 08:20,1098,5179,$65.00,Swipe Transaction,59935,Columbus,OH,43214,5499,
7984681,09-05-2010 08:21,1575,2112,$0.74,Swipe Transaction,14528,Sarasota,FL,34235,5499,
7984685,09-05-2010 08:22,1098,5179,$53.83,Swipe Transaction,59935,Columbus,OH,43214,5499,
7984683,09-05-2010 08:22,987,5090,$31.31,Online Transaction,39021,ONLINE,,,4784,
7984693,09-05-2010 08:23,987,5090,$26.25,Online Transaction,16798,ONLINE,,,4121,
7984711,09-05-2010 08:27,1098,5179,$-65.00,Swipe Transaction,59935,Columbus,OH,43214,5499,
7984721,09-05-2010 08:28,1559,2920,$19.62,Online Transaction,39021,ONLINE,,,4784,
7984724,09-05-2010 08:29,909,4663,$90.00,Swipe Transaction,56431,Olympia,WA,98516,5541,
7984849,09-05-2010 08:54,1659,260,$39.75,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7984850,09-05-2010 08:54,1963,4565,$25.59,Swipe Transaction,88852,Vacaville,CA,95687,4121,
7984857,09-05-2010 08:55,1559,5797,$1.33,Swipe Transaction,14528,Acworth,GA,30101,5499,
7984902,09-05-2010 09:05,1654,4276,$5.03,Swipe Transaction,43293,Newport,RI,2840,5499,
7984908,09-05-2010 09:07,1659,185,$25.06,Online Transaction,18563,ONLINE,,,4121,
7985011,09-05-2010 09:29,997,2261,$14.06,Swipe Transaction,98648,Dallas,TX,75236,5814,
7985026,09-05-2010 09:31,1888,1017,$57.27,Swipe Transaction,59935,Farmington,MN,55024,5499,
7985032,09-05-2010 09:33,285,3442,$50.35,Swipe Transaction,75781,Watsonville,CA,95076,5411,
7985071,09-05-2010 09:39,285,5747,$3.61,Swipe Transaction,59397,Watsonville,CA,95076,5812,
7985078,09-05-2010 09:40,1776,4938,$42.28,Swipe Transaction,43293,Nashport,OH,43830,5499,
7985098,09-05-2010 09:44,1727,5982,$26.97,Swipe Transaction,81833,Columbia,SC,29229,5912,
7985132,09-05-2010 09:49,1888,1017,$63.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
7985122,09-05-2010 09:49,1575,2112,$24.43,Swipe Transaction,29232,Osprey,FL,34229,4121,
7985127,09-05-2010 09:49,1718,2029,$36.18,Online Transaction,15143,ONLINE,,,4784,
7985140,09-05-2010 09:50,1888,1017,$-63.00,Swipe Transaction,59935,Farmington,MN,55024,5499,
7985144,09-05-2010 09:51,1776,4938,$-55.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7985173,09-05-2010 09:56,1776,4938,$55.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7985202,09-05-2010 10:04,598,2040,$36.01,Swipe Transaction,13523,Hanover,NH,3755,5310,
7985219,09-05-2010 10:07,598,2040,$190.16,Swipe Transaction,37555,Boston,MA,2241,4111,
7985239,09-05-2010 10:10,997,5825,$31.11,Online Transaction,15143,ONLINE,,,4784,
7985258,09-05-2010 10:13,1168,3239,$96.34,Swipe Transaction,61803,Berkeley Heights,NJ,7922,5310,
7985326,09-05-2010 10:29,1595,2472,$21.28,Swipe Transaction,66428,Bronx,NY,10463,4121,
7985335,09-05-2010 10:32,997,2261,$32.76,Online Transaction,15143,ONLINE,,,4784,
7985341,09-05-2010 10:33,1168,3239,$16.77,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7985345,09-05-2010 10:35,1168,3239,$-63.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7985348,09-05-2010 10:35,1718,5144,$15.66,Swipe Transaction,23695,West Covina,CA,91792,5411,
7985369,09-05-2010 10:39,1168,3239,$63.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7985376,09-05-2010 10:41,1559,3301,$0.70,Swipe Transaction,14528,Acworth,GA,30101,5499,
7985379,09-05-2010 10:42,1654,1200,$10.68,Swipe Transaction,78454,Newport,RI,2840,5812,
7985413,09-05-2010 10:48,96,5175,$192.77,Swipe Transaction,81591,Yorba Linda,CA,92886,5300,
7985414,09-05-2010 10:48,112,1134,$12.68,Swipe Transaction,61195,La Fargeville,NY,13656,5541,
7985423,09-05-2010 10:49,1098,4626,$13.51,Swipe Transaction,41260,Columbus,OH,43214,5541,
7985433,09-05-2010 10:51,1168,3239,$54.93,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7985457,09-05-2010 10:56,1575,5582,$13.00,Swipe Transaction,98374,Sarasota,FL,34230,5411,
7985473,09-05-2010 11:01,285,2156,$12.17,Swipe Transaction,61195,Watsonville,CA,95076,5541,
7985515,09-05-2010 11:09,1776,4938,$7.65,Swipe Transaction,63694,Nashport,OH,43830,5411,
7985519,09-05-2010 11:11,285,2156,$22.83,Swipe Transaction,17707,Watsonville,CA,95076,7538,
7985528,09-05-2010 11:12,987,4146,$5.78,Swipe Transaction,29209,Gaithersburg,MD,20879,5411,
7985529,09-05-2010 11:12,997,5046,$1.34,Swipe Transaction,86438,Dallas,TX,75237,5499,
7985566,09-05-2010 11:20,1098,2253,$15.98,Swipe Transaction,50783,Columbus,OH,43220,5411,
7985575,09-05-2010 11:22,598,2040,$40.00,Swipe Transaction,27092,Grantham,NH,3753,4829,
7985592,09-05-2010 11:25,208,4980,$14.83,Swipe Transaction,15208,Bothell,WA,98021,5411,
7985603,09-05-2010 11:26,1776,4938,$58.05,Online Transaction,39021,ONLINE,,,4784,
7985611,09-05-2010 11:27,1654,4276,$80.53,Swipe Transaction,86959,Warwick,RI,2886,5311,
7985632,09-05-2010 11:31,285,3442,$26.46,Swipe Transaction,13646,Watsonville,CA,95076,7538,
7985643,09-05-2010 11:33,598,2040,$12.18,Swipe Transaction,30170,Franconia,NH,3580,5411,
7985647,09-05-2010 11:33,1575,5582,$120.00,Swipe Transaction,27092,Osprey,FL,34229,4829,Insufficient Balance
7985664,09-05-2010 11:36,1696,2408,$52.30,Swipe Transaction,83743,Merritt Island,FL,32952,7538,
7985687,09-05-2010 11:40,1169,3389,$45.78,Online Transaction,41122,ONLINE,,,4784,
7985741,09-05-2010 11:48,909,155,$19.17,Swipe Transaction,56431,Olympia,WA,98516,5541,
7985758,09-05-2010 11:52,1575,5582,$60.00,Swipe Transaction,27092,Osprey,FL,34229,4829,
7985814,09-05-2010 12:00,1963,4565,$18.72,Online Transaction,18563,ONLINE,,,4121,
7985828,09-05-2010 12:04,598,2040,$48.68,Swipe Transaction,48919,Portsmouth,NH,3801,5311,
7985834,09-05-2010 12:05,1696,2408,$9.30,Online Transaction,39021,ONLINE,,,4784,
7985843,09-05-2010 12:06,1888,1017,$59.07,Swipe Transaction,15797,Farmington,MN,55024,5912,
7985864,09-05-2010 12:10,1575,5582,$120.00,Swipe Transaction,27092,Osprey,FL,34229,4829,
7985867,09-05-2010 12:11,598,32,$1.63,Swipe Transaction,86438,Whitefield,NH,3598,5499,
7985965,09-05-2010 12:34,208,4980,$88.65,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7985986,09-05-2010 12:37,598,2040,$25.52,Online Transaction,39021,ONLINE,,,4784,
7985992,09-05-2010 12:37,1727,5982,$-50.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986007,09-05-2010 12:39,1727,5982,$50.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986008,09-05-2010 12:39,1727,5982,$35.45,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986019,09-05-2010 12:42,1595,2472,$9.28,Swipe Transaction,17493,Bronx,NY,10463,5812,
7986044,09-05-2010 12:47,208,4980,$63.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7986073,09-05-2010 12:50,1963,5418,$23.90,Online Transaction,18563,ONLINE,,,4121,
7986074,09-05-2010 12:51,114,3070,$15.70,Swipe Transaction,75936,North Hollywood,CA,91606,5814,
7986109,09-05-2010 12:57,208,4980,$-63.00,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7986159,09-05-2010 13:05,1963,3317,$24.45,Swipe Transaction,88852,Vacaville,CA,95687,4121,
7986162,09-05-2010 13:06,1696,2408,$117.68,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7986175,09-05-2010 13:09,598,32,$21.51,Online Transaction,39021,ONLINE,,,4784,
7986191,09-05-2010 13:11,1776,4938,$40.34,Swipe Transaction,13646,Bellaire,OH,43906,7538,
7986227,09-05-2010 13:18,1696,2408,$-81.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7986242,09-05-2010 13:21,1696,2408,$81.00,Swipe Transaction,59935,Merritt Island,FL,32953,5499,
7986270,09-05-2010 13:26,114,3398,$49.46,Swipe Transaction,13523,North Hollywood,CA,91606,5310,
7986340,09-05-2010 13:37,1727,5982,$84.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986351,09-05-2010 13:40,1727,5982,$34.92,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986391,09-05-2010 13:50,112,1134,$82.28,Swipe Transaction,12469,Carthage,NY,13619,5300,
7986415,09-05-2010 13:55,1727,5982,$-84.00,Swipe Transaction,61195,Columbia,SC,29229,5541,
7986422,09-05-2010 13:56,1797,1127,$14.73,Online Transaction,15143,ONLINE,,,4784,
7986463,09-05-2010 14:05,1659,5056,$30.32,Swipe Transaction,75781,Waukegan,IL,60085,5411,
7986495,09-05-2010 14:13,1797,1127,$41.23,Online Transaction,16798,ONLINE,,,4121,
7986503,09-05-2010 14:16,1797,1127,$48.55,Online Transaction,15143,ONLINE,,,4784,
7986543,09-05-2010 14:25,112,1134,$46.43,Online Transaction,39021,ONLINE,,,4784,
7986563,09-05-2010 14:29,285,4196,$22.50,Swipe Transaction,13646,Watsonville,CA,95076,7538,
7986593,09-05-2010 14:34,1718,2029,$33.77,Online Transaction,15143,ONLINE,,,4784,
7986694,09-05-2010 14:54,1963,4565,$472.90,Swipe Transaction,63291,Vacaville,CA,95687,7538,
7986738,09-05-2010 15:05,909,2583,$-71.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
7986749,09-05-2010 15:06,1659,185,$21.61,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7986748,09-05-2010 15:06,909,2583,$22.61,Swipe Transaction,59935,Olympia,WA,98516,5499,
7986765,09-05-2010 15:08,1963,4565,$34.88,Swipe Transaction,78854,Vacaville,CA,95687,5411,
7986769,09-05-2010 15:10,112,1134,$0.93,Swipe Transaction,86438,Carthage,NY,13619,5499,
7986772,09-05-2010 15:10,909,2583,$71.00,Swipe Transaction,59935,Olympia,WA,98516,5499,
7986817,09-05-2010 15:19,1963,3317,$20.98,Swipe Transaction,88852,Vacaville,CA,95687,4121,
7986871,09-05-2010 15:30,1659,260,$31.49,Online Transaction,18563,ONLINE,,,4121,
7986891,09-05-2010 15:35,96,5175,$143.93,Swipe Transaction,41782,Yorba Linda,CA,92886,5912,
7986903,09-05-2010 15:37,1776,4938,$94.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7986913,09-05-2010 15:40,1575,5582,$18.40,Swipe Transaction,83480,Osprey,FL,34229,9402,
7986921,09-05-2010 15:42,464,3233,$67.47,Swipe Transaction,1585,Louisville,KY,40215,4900,
7986923,09-05-2010 15:42,1168,3239,$9.76,Swipe Transaction,60569,Blackwood,NJ,8012,5300,
7986919,09-05-2010 15:42,114,3398,$113.75,Swipe Transaction,64586,North Hollywood,CA,91606,5912,
7986942,09-05-2010 15:46,1776,4938,$-94.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7986989,09-05-2010 15:56,1776,4938,$36.60,Swipe Transaction,43293,Nashport,OH,43830,5499,
7987003,09-05-2010 16:00,96,3695,$-53.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7987033,09-05-2010 16:06,1169,4179,$33.49,Online Transaction,16798,ONLINE,,,4121,
7987051,09-05-2010 16:09,997,2261,$1.33,Swipe Transaction,86438,Dallas,TX,75237,5499,
7987066,09-05-2010 16:12,1776,4938,$93.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7987070,09-05-2010 16:13,1659,260,$34.78,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7987091,09-05-2010 16:18,1776,4938,$76.09,Online Transaction,39021,ONLINE,,,4784,
7987114,09-05-2010 16:25,96,3695,$53.00,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7987123,09-05-2010 16:27,96,3695,$94.71,Swipe Transaction,43293,Yorba Linda,CA,92887,5499,
7987124,09-05-2010 16:27,112,1134,$1.49,Swipe Transaction,86438,Carthage,NY,13619,5499,
7987131,09-05-2010 16:29,1776,4938,$-93.00,Swipe Transaction,43293,Nashport,OH,43830,5499,
7987132,09-05-2010 16:29,1776,4938,$48.36,Swipe Transaction,43293,Nashport,OH,43830,5499,
7987144,09-05-2010 16:33,1776,4938,$46.51,Online Transaction,39021,ONLINE,,,4784,
7987146,09-05-2010 16:34,1098,5179,$63.00,Swipe Transaction,41260,Columbus,OH,43214,5541,
7987150,09-05-2010 16:35,1098,5179,$-63.00,Swipe Transaction,41260,Columbus,OH,43214,5541,
7987154,09-05-2010 16:36,464,3233,$120.00,Swipe Transaction,27092,Louisville,KY,40216,4829,
7987161,09-05-2010 16:37,1963,3364,$14.03,Online Transaction,16798,ONLINE,,,4121,
7987175,09-05-2010 16:41,114,3070,$13.92,Swipe Transaction,53993,North Hollywood,CA,91606,5310,
7987176,09-05-2010 16:41,987,5090,$24.54,Online Transaction,39021,ONLINE,,,4784,
7987224,09-05-2010 16:52,1595,2429,$41.25,Swipe Transaction,82981,Bronx,NY,10463,5912,
7987226,09-05-2010 16:53,285,5747,$100.00,Swipe Transaction,27092,San Jose,CA,95111,4829,
7987232,09-05-2010 16:54,1098,5179,$46.50,Swipe Transaction,41260,Columbus,OH,43214,5541,
7987322,09-05-2010 17:32,96,3695,$-54.00,Swipe Transaction,61195,Yorba Linda,CA,92886,5541,
7987345,09-05-2010 17:42,1797,1127,$247.23,Swipe Transaction,33026,San Leandro,CA,94577,8011,
